lines_of_code,cyclomatic_complexity,number_of_functions,number_of_parameters,nested_depth,if_statement_count,loop_count,imports_count,dependency_count,duplicate_code_score,exception_handling_count,database_queries,external_api_calls,cpu_usage,memory_usage,average_response_time,test_coverage,historical_bug_count,api_failure
2099,77,96,60,7,54,9,3,0,0.218,6,13,4,40.36,262.8,3977.24,84.15,46,0
2737,45,26,187,7,36,21,22,17,0.188,0,9,0,9.64,318.51,4446.81,91.41,38,0
2352,79,48,70,2,48,39,8,22,0.083,8,2,14,60.88,1008.05,2386.43,91.11,24,0
3396,20,95,151,5,57,24,18,10,0.04,9,6,8,34.55,1002.5,4638.95,77.05,4,0
4544,64,19,190,7,35,14,25,2,0.687,15,17,4,5.92,1886.67,1020.04,58.24,28,1
1520,67,9,188,7,22,12,48,29,0.04,17,15,3,90.11,180.24,2576.75,56.15,36,1
305,3,64,150,6,44,7,20,12,0.071,13,16,5,54.69,1961.79,1076.7,1.29,27,0
3515,54,93,29,10,15,20,31,16,0.191,10,24,4,45.91,468.24,948.5,72.26,40,0
2085,78,54,187,10,47,20,30,17,0.71,3,5,0,81.76,1987.83,4767.41,22.67,22,1
788,64,51,145,8,30,21,16,25,0.266,18,24,1,89.05,1123.31,4090.53,82.87,31,0
3077,40,39,95,3,33,32,2,25,0.153,12,11,3,21.71,1346.46,68.88,55.38,45,0
4309,59,4,55,1,49,26,17,13,0.572,0,18,7,77.15,668.51,1349.88,98.72,17,0
2181,55,3,52,3,0,39,10,24,0.255,18,2,4,79.12,1265.44,1033.62,21.03,40,1
3313,62,64,6,11,17,21,7,6,0.267,14,2,6,6.11,1465.03,744.2,72.35,34,0
966,4,29,96,2,57,29,42,6,0.591,19,17,1,67.92,52.91,3490.09,54.75,42,0
4946,60,11,196,2,39,8,9,13,0.201,14,10,7,6.92,101.0,2838.52,93.18,23,0
3355,75,97,112,2,42,34,17,25,0.717,10,5,4,56.9,2020.74,2275.13,26.6,46,1
4170,30,58,124,5,55,17,9,23,0.449,4,18,3,63.91,954.44,955.59,5.94,27,0
4915,2,75,199,1,55,4,9,14,0.43,9,4,8,35.5,1918.61,1395.31,54.39,35,0
4893,62,27,179,10,14,26,37,11,0.212,17,12,5,83.79,1503.47,1786.94,52.16,20,1
1501,49,97,131,4,47,5,24,11,0.668,6,4,14,76.25,783.9,3929.56,31.17,4,0
1921,9,21,161,10,48,31,39,7,0.458,0,2,13,88.04,336.1,4946.06,98.65,25,0
3471,31,39,196,5,16,7,11,15,0.124,2,18,3,30.6,2003.95,928.05,6.97,49,1
4084,61,95,160,2,43,38,8,8,0.165,0,16,7,3.02,1210.34,1714.2,56.95,22,0
74,79,46,120,5,9,20,25,1,0.375,16,21,2,77.28,419.79,1408.21,26.02,43,1
1843,48,66,196,10,19,17,46,13,0.624,14,2,13,21.96,1406.21,229.9,0.19,32,1
3482,25,91,37,4,5,13,2,23,0.751,4,14,12,44.91,217.57,1103.9,98.78,25,0
3099,36,36,121,8,7,14,10,23,0.531,15,16,9,77.83,1781.96,4509.05,48.16,21,1
852,8,75,25,1,44,25,24,28,0.405,11,12,1,21.32,213.72,4215.86,85.72,19,0
4428,73,82,128,5,33,31,48,15,0.201,18,13,6,30.32,508.17,846.31,84.01,1,0
2826,58,65,3,11,31,38,16,4,0.538,13,15,13,42.27,216.32,1837.15,81.23,40,0
2510,45,63,38,10,50,27,19,4,0.786,2,24,11,26.55,241.24,1560.91,45.9,17,0
347,62,99,53,1,53,38,31,19,0.381,18,10,14,44.36,1088.05,747.23,89.59,4,0
3330,39,35,160,10,41,31,11,29,0.13,0,16,3,1.9,1416.97,3114.82,36.73,31,1
3320,58,31,32,10,3,12,6,20,0.083,0,4,3,20.95,1621.58,2790.92,40.84,45,1
3695,64,28,199,4,43,14,6,17,0.215,9,20,9,79.26,1433.23,2140.69,25.57,10,1
3074,44,1,19,8,49,17,32,17,0.456,2,14,8,39.87,764.8,4278.94,44.81,20,1
2163,29,25,15,1,38,38,39,4,0.757,12,17,1,60.82,1155.49,3102.36,98.65,21,0
1331,59,43,148,11,19,5,48,10,0.239,5,15,0,22.84,1902.17,1303.78,57.32,2,0
3211,71,84,172,2,23,10,13,12,0.244,10,13,14,62.09,813.35,1874.79,83.11,8,0
2558,9,67,126,1,23,31,3,2,0.385,5,13,6,95.0,540.85,759.28,26.33,1,0
4003,6,63,86,11,54,39,41,16,0.735,2,12,14,56.96,1078.95,2960.95,95.59,45,0
4567,29,51,81,7,25,19,35,24,0.335,15,0,11,60.07,631.43,2937.28,1.32,27,1
184,58,2,61,2,24,32,38,17,0.179,8,5,7,11.48,559.82,4352.22,93.02,33,0
4297,17,82,30,1,35,39,17,13,0.131,7,22,2,38.92,1602.07,4280.53,89.8,9,0
842,16,64,41,6,6,7,3,11,0.366,2,10,1,81.91,1827.93,4186.34,6.74,18,0
963,3,74,11,6,9,34,34,13,0.641,4,10,3,79.42,1044.67,2749.27,60.48,28,0
4445,21,69,64,10,57,4,12,25,0.233,13,24,1,50.11,1604.04,3263.58,78.52,1,0
794,64,9,72,2,46,34,24,17,0.41,4,15,11,85.92,409.17,3879.95,40.38,47,1
2218,36,2,130,1,11,13,6,29,0.482,18,23,1,14.44,1136.05,467.51,9.19,5,0
3176,62,34,114,10,0,20,42,19,0.36,4,2,4,62.87,1314.58,1509.98,82.94,43,1
4262,42,60,136,3,51,23,11,1,0.153,19,24,9,24.4,1021.18,853.76,46.65,6,0
3715,76,61,105,10,49,16,48,6,0.737,19,16,4,61.68,267.63,2562.22,26.33,35,1
3472,42,31,178,5,24,17,27,14,0.452,1,21,7,9.22,1511.95,4189.96,7.09,7,1
934,61,10,15,6,15,33,48,27,0.583,6,13,8,89.7,1723.58,1161.25,64.02,18,1
1328,13,76,77,3,4,11,24,9,0.509,0,1,1,74.92,1312.62,3657.21,4.23,9,0
4197,11,36,124,9,18,15,18,14,0.798,17,24,0,19.89,373.03,2035.06,79.11,32,0
533,54,85,130,11,3,3,27,16,0.365,9,8,2,60.9,182.3,4516.34,77.08,36,0
1940,16,49,151,5,5,24,41,10,0.34,5,7,5,72.36,640.03,3137.68,32.29,37,0
3614,8,70,140,2,25,33,21,1,0.288,6,10,13,20.69,106.57,4883.0,47.23,26,0
4861,59,49,129,10,48,27,34,26,0.289,11,6,4,9.77,1723.87,1235.89,66.92,28,1
1429,57,3,198,6,38,10,33,20,0.221,17,21,7,34.07,1449.37,4620.55,95.91,18,0
4822,40,74,111,8,55,12,48,17,0.785,10,1,7,13.76,1168.4,1791.71,52.02,17,0
4586,59,5,126,11,54,30,18,24,0.697,18,3,1,54.18,1825.5,3113.62,99.67,22,1
3210,2,90,20,6,38,24,3,3,0.253,3,22,13,40.87,253.95,880.8,32.51,0,0
4511,76,61,146,4,8,38,24,8,0.244,18,13,8,44.47,1472.35,3801.33,52.65,42,1
1575,10,85,88,6,44,9,1,26,0.083,12,12,13,52.03,327.61,4891.47,11.56,2,0
824,44,90,46,8,51,23,6,27,0.702,18,21,13,93.31,154.83,3939.26,55.64,9,0
1299,11,26,149,8,13,0,19,16,0.297,1,24,3,75.51,299.94,3082.83,53.63,6,0
3597,79,72,160,10,47,24,22,16,0.458,8,12,13,60.17,1949.1,2246.59,84.88,48,1
2921,2,5,159,2,54,27,43,16,0.72,7,12,0,35.19,919.91,1732.73,99.66,25,0
1407,50,15,191,8,8,35,8,29,0.326,13,4,13,3.54,130.78,2100.87,98.62,15,0
4708,12,16,84,6,14,17,5,15,0.645,8,11,1,11.95,1208.61,1648.16,23.63,38,0
2781,23,1,166,2,36,5,9,19,0.344,12,5,13,69.7,434.62,4165.22,33.84,44,0
2699,18,16,127,1,49,1,47,24,0.561,17,21,10,35.71,45.78,4466.62,27.47,31,0
2126,62,37,71,6,52,2,21,7,0.345,5,13,5,32.44,1560.91,4748.79,19.97,11,1
4243,62,3,41,7,19,7,28,22,0.314,2,7,4,84.56,344.2,2097.63,15.01,43,1
4851,38,52,8,10,7,30,46,14,0.793,9,23,11,46.54,1932.05,2735.63,51.17,7,1
2788,67,47,24,5,31,18,4,0,0.49,9,21,6,85.56,1227.08,2888.71,87.25,7,0
3973,38,95,1,10,46,5,24,18,0.294,9,7,8,84.34,207.38,3258.93,58.99,44,0
3206,67,13,18,8,20,13,8,24,0.206,8,6,5,8.54,471.13,22.26,87.27,10,0
3300,61,80,19,11,56,2,17,14,0.032,11,16,5,89.86,1263.46,4215.02,95.95,32,0
2593,1,55,69,9,40,0,34,8,0.565,7,20,1,8.23,713.64,1348.02,38.31,24,0
4636,45,21,16,4,18,29,20,4,0.298,8,10,6,91.57,1104.8,2366.1,83.57,16,0
2619,28,66,123,7,28,18,16,15,0.657,16,9,1,43.55,1643.82,4209.43,5.23,30,0
4053,21,54,88,8,57,18,10,27,0.291,7,12,12,72.52,1629.88,4984.31,48.11,18,0
256,13,27,195,6,30,8,34,12,0.299,17,9,6,67.38,1439.14,3976.47,36.83,44,0
1324,27,38,93,2,53,6,43,15,0.623,19,20,7,49.74,1818.29,133.92,20.49,14,0
3450,7,90,83,7,5,36,10,21,0.392,16,13,11,59.23,433.91,1850.08,43.84,43,0
1321,22,58,130,9,3,6,30,10,0.708,5,8,0,90.29,389.32,1243.58,44.37,48,0
2561,74,62,86,5,42,8,30,12,0.472,9,6,8,88.17,1643.49,4821.02,80.85,34,1
2071,53,46,50,2,28,3,25,5,0.193,0,6,7,62.51,678.91,1328.5,86.89,38,0
461,79,89,81,4,41,24,46,25,0.455,0,17,8,62.83,1064.56,4717.32,65.7,1,0
2096,79,11,153,3,2,11,43,19,0.003,8,15,4,24.21,1531.81,4688.21,63.34,33,1
3200,4,72,183,4,0,5,41,16,0.25,19,7,12,78.89,830.2,4198.66,11.02,24,0
2677,23,8,191,10,43,17,7,4,0.166,2,15,13,60.46,294.41,499.38,57.53,37,0
3818,70,97,7,7,54,39,47,28,0.523,5,18,3,78.67,1401.79,19.96,27.44,3,1
824,76,71,164,10,14,20,20,16,0.109,6,14,0,62.84,1679.39,3971.48,29.48,15,1
94,33,64,120,8,46,14,17,0,0.232,8,24,8,29.14,57.8,4218.06,9.48,31,0
2195,28,21,154,1,20,2,3,26,0.265,4,14,13,18.81,1166.11,4811.29,63.59,14,0
3944,8,72,172,8,45,1,47,4,0.003,15,5,3,8.23,978.32,1099.73,58.38,41,0
2109,1,63,3,5,57,39,46,4,0.037,1,8,14,56.08,555.35,3668.4,22.03,13,0
60,37,85,85,7,30,3,40,6,0.249,2,14,3,27.7,356.63,2600.13,26.3,40,0
2101,63,64,127,11,6,31,36,15,0.178,2,24,3,60.27,411.08,1649.13,77.3,14,0
4703,22,20,109,11,16,1,26,17,0.094,19,6,1,6.51,1493.55,3035.39,79.29,6,0
1642,70,8,98,1,55,28,10,5,0.123,9,7,11,36.31,1112.97,2745.51,49.31,6,1
361,21,58,36,2,18,1,34,1,0.668,2,17,10,25.49,2010.01,1468.55,14.9,7,0
4072,35,46,70,1,38,33,14,12,0.547,14,20,12,35.81,522.35,1349.63,5.56,18,0
2094,79,31,32,5,59,26,8,9,0.387,13,15,3,6.1,1961.12,2438.04,27.15,17,1
665,5,93,30,6,2,38,27,20,0.727,3,14,1,69.07,1070.46,2375.44,73.12,16,0
4846,60,9,182,10,29,37,10,19,0.024,9,2,7,11.97,326.39,1517.24,60.08,17,0
4283,46,15,124,9,34,17,15,10,0.276,10,0,6,2.35,330.73,1326.02,71.81,18,0
629,50,94,11,8,57,35,37,25,0.659,10,12,10,89.95,1258.87,4771.99,47.17,39,1
474,48,26,10,7,56,18,22,20,0.503,7,21,9,19.13,1708.15,4313.23,75.47,12,0
2973,6,10,87,5,28,26,45,1,0.785,8,11,1,78.84,1539.39,4085.73,48.08,10,0
1728,56,29,71,3,49,19,31,7,0.756,7,8,13,91.66,1353.74,1079.28,8.4,6,1
3492,59,80,31,9,51,20,2,23,0.136,11,1,1,51.21,378.97,954.56,7.99,26,1
2989,29,36,56,5,53,22,45,21,0.778,16,8,1,50.46,250.41,4048.55,83.15,36,0
3048,71,84,165,3,13,29,31,18,0.756,14,7,0,35.54,32.5,931.52,62.96,4,0
4817,77,37,187,3,34,24,14,19,0.299,18,24,12,41.01,237.22,2522.64,27.91,7,1
2701,18,86,85,3,27,30,10,16,0.786,19,4,5,46.32,1577.0,1114.89,75.72,9,0
3649,2,71,18,6,57,26,30,15,0.029,5,12,5,15.3,1836.82,1896.57,13.57,36,0
4245,8,23,115,1,29,33,36,24,0.529,4,1,0,35.29,516.55,4268.74,64.52,25,0
3087,75,41,183,11,25,7,47,9,0.213,7,9,10,77.71,1634.51,4458.18,98.95,14,0
1406,54,93,13,4,6,18,40,4,0.104,17,5,0,18.15,432.88,4983.43,15.0,15,0
3796,38,80,32,8,38,25,15,13,0.462,14,6,5,69.61,534.53,4720.08,14.19,28,1
2886,48,28,9,3,30,27,14,23,0.245,2,2,10,62.25,483.9,3359.54,46.78,27,1
4808,27,48,79,5,4,3,31,18,0.533,13,13,5,6.39,136.29,2164.31,64.27,9,0
3383,20,38,191,2,34,30,29,3,0.432,14,15,3,3.11,423.23,297.88,2.65,39,0
4909,12,31,63,2,49,15,27,19,0.314,12,5,2,34.14,785.06,3044.75,49.97,3,0
4144,43,14,189,11,46,9,21,15,0.145,19,21,13,66.06,849.43,1061.3,8.32,45,1
168,61,97,67,7,51,37,9,23,0.481,8,7,8,32.06,655.88,4252.18,24.13,39,1
3870,31,73,91,10,13,9,20,14,0.663,16,0,5,63.77,1069.69,2749.01,71.24,13,0
2078,61,91,124,3,35,8,35,27,0.48,18,19,0,63.55,794.04,3670.17,73.89,43,0
1156,74,88,170,5,26,38,15,8,0.488,3,14,2,76.82,1988.26,3370.74,72.97,32,0
206,67,77,79,3,23,35,24,2,0.409,19,16,0,10.35,1659.62,1743.18,6.51,17,0
2874,35,90,58,6,39,35,49,22,0.311,9,23,2,55.25,1908.85,3797.84,78.68,11,0
1270,15,29,179,10,28,18,16,8,0.366,2,17,1,6.87,1155.77,4218.44,43.22,9,0
1353,16,51,96,3,52,18,36,17,0.792,18,23,4,17.54,1399.53,3723.21,47.53,20,0
4213,13,49,18,8,44,11,11,3,0.6,8,2,14,31.6,368.02,3886.27,41.97,32,0
4170,35,43,148,2,21,12,8,18,0.344,4,23,2,67.49,1549.62,1806.48,85.7,13,0
2731,75,92,21,3,7,24,3,23,0.366,13,5,6,92.54,507.72,4719.0,68.0,8,0
4873,59,92,8,8,14,35,19,3,0.4,6,16,7,33.2,326.0,2128.61,50.0,25,0
4521,21,72,8,8,48,24,46,8,0.527,5,22,6,49.99,116.39,4486.28,83.43,14,0
1805,54,87,26,1,4,27,41,0,0.373,7,12,1,25.35,984.02,4290.47,80.54,20,0
770,75,93,16,8,51,38,3,0,0.549,1,22,9,64.5,610.17,630.41,0.5,21,1
1782,30,5,171,10,3,29,36,19,0.263,13,21,9,35.46,2021.24,4831.69,47.89,45,1
3940,48,42,44,2,10,4,25,18,0.329,6,16,6,46.27,535.67,4981.75,4.22,40,1
4480,35,7,7,7,17,16,36,2,0.691,2,20,9,54.37,1778.95,3034.67,30.72,42,1
501,38,42,145,6,41,17,11,9,0.263,19,15,2,65.51,669.94,3917.72,80.38,4,0
173,31,36,124,2,48,20,16,11,0.772,5,16,6,6.64,1542.24,4669.1,94.41,43,0
1544,78,27,122,5,29,21,17,17,0.138,13,0,14,53.16,1362.24,109.92,24.21,15,1
2140,24,58,32,7,14,38,42,13,0.193,11,15,0,41.53,1164.56,4650.65,2.14,34,0
2363,49,46,0,8,5,5,24,9,0.371,17,5,1,13.57,872.32,3140.56,40.23,4,0
1260,32,66,5,3,54,15,17,9,0.638,11,7,11,20.56,1384.95,4144.0,33.51,25,0
80,55,25,40,1,52,1,48,17,0.585,6,0,9,84.09,853.07,2708.2,67.7,25,0
958,79,73,182,7,15,0,20,23,0.14,4,1,0,82.95,1136.97,2657.42,49.51,4,0
1659,58,27,4,5,46,29,22,0,0.189,11,14,8,4.13,1221.04,4488.62,39.88,49,1
4140,3,1,186,5,39,36,6,29,0.46,8,4,12,65.8,570.99,2542.29,22.96,35,0
4246,69,87,79,7,8,22,7,14,0.236,10,23,12,53.09,716.91,2364.23,82.85,23,0
3589,10,74,17,1,42,0,14,7,0.338,3,19,14,89.34,68.39,3044.86,24.84,14,0
1272,25,42,176,8,58,18,11,25,0.389,13,14,1,86.35,1749.95,2597.66,5.47,29,0
4223,68,52,81,10,33,2,12,2,0.475,11,20,1,55.48,1556.06,2236.97,56.46,4,1
191,61,25,64,5,26,1,46,17,0.201,17,9,5,14.06,402.0,910.81,31.73,39,0
1478,29,54,82,8,12,36,5,8,0.131,6,4,6,44.22,761.89,1993.03,71.24,47,0
3569,19,67,181,10,35,16,5,15,0.319,0,2,13,69.17,880.88,1417.41,8.09,21,0
4217,43,6,188,10,26,27,20,20,0.066,12,5,12,90.46,706.11,2008.32,96.63,32,0
2342,66,58,135,5,8,17,15,14,0.421,15,20,1,35.2,1641.26,2969.86,18.69,4,1
1656,74,70,130,7,4,32,26,29,0.672,4,14,13,74.76,1494.45,3048.17,35.71,31,1
3135,61,53,24,10,50,14,33,4,0.095,18,17,3,65.23,1578.59,1200.92,48.1,49,1
4110,43,66,68,3,21,21,30,12,0.09,8,13,2,8.36,1854.73,431.55,89.01,47,0
3024,25,58,182,2,30,26,24,21,0.064,8,9,12,53.45,1231.82,3724.74,72.25,22,0
349,20,82,167,6,2,36,23,19,0.678,11,3,4,18.25,1270.9,2647.57,14.48,9,0
3660,48,87,81,5,29,31,9,6,0.065,17,10,8,65.25,1487.42,2216.09,43.86,35,0
3914,24,2,177,9,20,18,3,15,0.787,9,19,1,58.35,1405.36,656.68,54.29,49,1
4127,11,76,116,10,34,27,36,6,0.287,16,6,12,92.47,1785.54,2079.17,70.21,16,0
1361,55,22,94,4,5,27,48,26,0.263,18,14,4,88.93,1584.72,4092.7,57.18,26,1
3683,28,37,32,11,27,9,7,24,0.073,10,22,7,1.88,274.84,2911.36,45.73,44,0
235,69,20,110,3,31,19,22,21,0.469,15,8,5,8.52,1903.57,463.97,76.55,7,0
358,63,24,145,9,41,24,14,15,0.469,7,14,3,73.3,1409.13,1668.05,37.81,39,1
4082,59,84,124,8,36,20,48,12,0.395,14,11,14,65.45,288.33,4899.21,98.72,43,0
2728,5,65,184,6,24,13,29,16,0.249,10,17,9,76.29,1588.3,2727.09,94.78,49,0
3172,51,65,15,1,31,21,16,8,0.295,6,5,7,26.08,754.56,1439.12,70.74,5,0
1770,21,81,79,10,34,25,48,11,0.256,1,17,2,80.84,1656.85,4568.09,88.26,6,0
2441,12,1,37,11,21,10,34,12,0.341,18,24,3,42.59,1958.1,1686.64,39.32,25,0
729,50,94,168,1,23,6,10,25,0.273,8,17,10,25.62,546.57,3652.24,58.15,16,0
3746,4,3,134,6,38,16,7,8,0.54,17,21,8,2.0,1760.54,744.63,27.27,36,0
3662,42,46,77,3,53,17,25,4,0.237,12,23,4,82.91,1591.5,790.9,88.56,22,0
4013,38,55,180,3,29,6,27,6,0.281,0,5,5,51.32,1385.11,2810.96,47.1,26,0
508,25,75,62,6,49,19,15,0,0.348,18,14,11,92.69,808.0,1206.72,53.61,39,0
66,14,88,111,3,31,37,32,3,0.003,12,18,10,68.18,253.48,256.17,86.46,18,0
3379,75,86,88,11,30,10,28,27,0.394,13,4,1,8.56,1007.54,4633.06,79.73,26,1
4893,32,64,159,10,22,15,9,25,0.205,16,3,8,56.29,245.02,289.39,32.17,24,0
4826,11,45,37,6,39,26,7,3,0.045,19,16,7,2.61,1040.3,3590.02,8.74,39,0
420,61,26,149,5,32,10,16,15,0.729,0,20,6,53.43,1685.71,1671.6,16.21,24,1
4010,18,77,143,4,24,15,26,4,0.258,4,9,8,33.92,2043.24,4668.19,33.91,20,0
3177,27,65,51,8,35,22,35,21,0.341,19,11,4,61.47,431.19,4930.4,30.53,24,0
4365,55,24,28,2,23,11,17,3,0.662,13,4,4,51.91,451.04,1683.8,3.83,6,1
410,54,74,143,11,30,39,23,5,0.133,17,6,10,25.57,1666.74,2959.62,43.21,34,0
3873,75,35,75,7,57,2,8,25,0.68,12,11,10,16.26,977.62,3867.19,10.59,5,1
4450,21,24,144,4,38,1,2,22,0.193,11,22,8,39.04,1878.26,625.81,22.09,39,0
648,44,28,63,2,45,37,31,2,0.471,14,1,10,93.76,1582.3,3550.22,78.75,49,0
4252,5,80,90,7,12,23,32,24,0.549,3,19,4,41.96,1516.64,4531.93,49.49,14,0
2950,41,16,88,1,9,28,29,7,0.724,8,16,8,71.39,237.54,900.73,37.3,23,0
1541,59,59,12,4,22,33,3,16,0.486,2,12,0,6.36,104.33,4195.16,18.54,48,1
846,54,81,71,9,17,19,8,28,0.363,10,4,14,36.61,670.59,586.86,86.63,3,0
4842,74,54,183,4,31,17,2,17,0.458,14,4,9,55.55,470.07,2845.83,90.37,6,0
1520,22,79,4,3,32,13,31,17,0.162,15,19,9,71.61,1468.01,1703.42,51.87,29,0
3314,65,16,11,10,35,17,49,25,0.551,6,11,10,50.67,940.68,2363.86,92.13,16,1
2439,64,15,168,10,27,1,37,24,0.15,6,11,7,49.44,1086.66,1510.15,46.48,37,1
954,71,98,2,2,15,0,20,11,0.446,8,6,2,72.81,1672.5,1310.09,10.72,29,1
3062,4,11,32,3,15,19,29,24,0.518,16,5,12,30.45,996.67,3718.26,1.7,44,0
4517,65,65,120,1,17,33,17,24,0.719,12,9,7,9.52,1130.57,1123.33,12.84,38,1
1486,15,79,49,10,7,10,10,0,0.36,8,18,4,33.63,1730.12,2047.98,62.27,8,0
3581,76,90,183,8,41,26,41,22,0.62,8,15,1,15.95,901.57,1380.04,32.09,18,1
634,22,68,136,1,15,22,22,11,0.134,19,1,8,91.8,199.58,1200.79,64.83,12,0
1202,47,43,177,3,54,37,6,10,0.125,11,3,3,55.29,1083.76,3139.21,50.8,46,0
3243,46,69,28,3,55,2,43,12,0.42,18,8,13,42.98,1199.99,236.69,33.3,48,0
2687,14,99,38,2,10,11,34,2,0.477,14,4,13,86.73,1063.78,3946.6,21.87,36,0
150,50,13,90,5,5,29,31,26,0.506,17,0,6,85.63,552.23,2735.71,8.1,18,0
3003,20,10,99,10,0,30,12,24,0.597,7,10,11,40.08,482.96,4143.9,78.24,5,0
4298,50,75,172,3,11,22,12,7,0.236,5,18,7,83.22,777.43,1072.95,81.9,11,0
4479,33,82,16,3,56,0,16,2,0.498,5,24,6,7.02,367.12,3549.94,54.15,14,0
58,59,98,55,8,37,19,25,16,0.151,2,22,10,84.26,1374.7,2108.71,15.71,46,0
3979,43,41,45,4,27,5,22,24,0.175,2,2,5,30.19,1271.18,393.25,26.35,2,0
3607,79,50,66,4,44,10,27,12,0.054,1,0,14,54.12,1306.91,3764.86,95.51,3,0
940,12,87,196,3,57,34,24,9,0.598,4,3,13,26.35,485.19,3813.31,22.59,36,0
2789,40,71,141,11,16,3,12,16,0.406,19,8,11,93.57,529.0,1361.88,5.68,37,1
4131,20,59,66,1,0,28,18,2,0.191,11,15,6,7.75,1619.38,4581.07,55.0,5,0
512,38,39,22,8,31,9,45,12,0.445,5,6,3,43.01,1423.27,3822.21,26.19,48,0
1151,3,3,93,1,7,28,47,21,0.283,15,4,9,59.37,1796.36,1540.72,95.74,27,0
3541,28,76,188,7,53,37,16,5,0.67,4,12,0,58.87,845.47,1203.15,57.48,7,0
330,56,7,150,5,39,0,4,13,0.423,5,10,4,70.44,1135.41,2206.05,96.58,30,0
758,13,49,154,4,55,39,12,26,0.024,3,13,7,69.1,1521.38,1471.02,78.56,20,0
3261,77,26,53,4,42,7,49,9,0.788,13,21,9,75.56,1995.9,1092.95,72.31,44,1
565,66,33,137,8,45,37,33,19,0.059,2,16,5,23.02,2027.1,2001.51,83.04,28,0
2481,37,48,76,11,23,16,22,15,0.557,16,22,4,35.83,2046.34,138.26,60.49,14,0
4366,49,79,15,11,9,18,18,17,0.35,4,11,1,36.91,1827.3,2013.04,1.11,48,1
4874,66,2,40,6,46,32,48,12,0.199,5,20,9,90.85,1321.54,1116.1,39.25,23,1
1824,36,71,97,1,38,14,33,9,0.541,19,22,11,39.48,46.05,1329.03,21.9,20,0
3232,54,32,182,10,38,30,27,5,0.101,3,20,4,21.86,1442.28,421.94,43.43,48,1
3830,26,4,127,8,9,20,42,9,0.687,12,20,9,60.44,513.02,2948.77,47.05,22,1
833,75,20,60,2,35,2,19,4,0.2,7,18,11,41.16,147.25,2365.33,12.78,30,1
4144,72,36,85,6,24,1,48,28,0.289,10,4,2,24.51,1437.52,3755.63,2.34,33,1
2052,40,32,117,9,59,34,14,5,0.506,18,23,12,68.22,1556.12,4935.62,13.82,27,1
4592,43,28,99,1,49,15,25,6,0.001,4,7,14,19.04,1361.42,606.47,85.74,31,0
4433,22,77,48,6,58,20,34,10,0.378,4,1,1,60.54,768.18,1369.4,75.59,21,0
264,20,1,179,8,56,11,24,15,0.715,2,16,13,41.47,1062.18,3415.45,79.89,2,0
4863,8,60,1,10,9,27,38,24,0.544,1,1,2,31.0,1916.85,1194.19,27.63,8,0
4812,29,56,119,2,18,11,23,11,0.31,2,22,3,89.92,1502.9,160.44,23.61,5,0
291,40,35,177,5,45,32,5,11,0.528,14,2,1,31.49,1049.44,557.94,3.74,0,0
3531,30,30,122,6,44,19,44,29,0.749,6,23,13,33.67,1228.39,2173.8,47.23,21,1
1791,55,54,85,5,14,39,36,22,0.15,2,19,3,82.84,1902.21,2159.62,38.24,3,0
1282,16,36,170,3,15,20,24,19,0.425,14,23,3,13.13,825.87,4861.8,83.59,44,0
2444,46,55,76,4,1,38,36,25,0.188,10,17,14,11.16,237.32,2335.09,68.19,7,0
4381,62,89,135,7,28,35,5,4,0.683,15,14,5,27.57,688.87,3393.56,14.43,36,1
940,7,80,58,4,3,21,39,15,0.577,12,4,11,56.61,869.04,2466.08,98.72,41,0
3450,45,58,192,9,52,25,6,28,0.641,1,21,4,37.12,582.3,1356.89,77.06,18,0
4455,59,83,11,11,49,6,45,5,0.754,19,16,6,58.2,1098.41,536.2,72.02,43,1
4504,56,65,3,10,28,6,36,28,0.186,11,13,10,16.02,646.59,4296.78,21.66,0,1
2644,48,69,116,2,30,7,45,8,0.039,6,0,6,25.58,240.01,771.79,90.52,40,0
3780,27,51,94,5,16,25,4,4,0.233,0,13,2,54.13,411.15,493.5,47.39,23,0
2070,53,22,124,8,9,23,10,20,0.319,13,8,8,21.41,1883.0,1077.0,29.77,47,1
3520,73,88,40,5,26,23,1,22,0.5,9,4,6,40.74,1301.26,22.42,65.48,16,0
1185,35,53,122,10,52,39,21,15,0.638,2,3,6,54.83,665.65,369.11,21.18,31,0
395,51,36,6,8,40,11,40,17,0.28,10,0,1,92.52,771.71,3179.63,90.76,49,0
2053,37,68,68,8,14,7,39,18,0.379,19,2,14,8.51,1026.66,1225.3,85.43,13,0
165,57,36,68,9,59,8,37,11,0.628,14,19,11,44.28,1389.03,1699.18,46.49,16,0
4408,8,52,80,10,43,2,3,1,0.18,5,10,9,38.25,1205.67,4178.15,19.07,31,0
451,79,53,29,6,30,20,47,25,0.174,17,15,2,78.48,1912.32,3866.77,49.65,32,1
724,20,82,72,4,20,30,31,9,0.471,12,10,2,85.63,1293.51,2466.32,14.91,29,0
2652,53,50,5,11,59,23,27,11,0.349,14,20,11,86.26,1868.16,3068.75,26.98,46,1
4514,12,80,88,3,58,3,17,13,0.759,2,9,12,36.26,42.95,438.2,48.27,33,0
983,49,41,146,5,57,19,23,17,0.286,14,11,5,29.64,1827.37,3810.36,2.11,27,0
2254,17,18,65,6,40,15,13,18,0.608,0,4,3,43.22,1486.46,2585.8,76.57,23,0
2061,64,22,9,3,45,9,47,5,0.466,9,9,3,33.33,379.14,2859.04,19.69,13,1
